511,509,511
511,509,511
511,509,511
511,509,510
512,510,511
511,509,511
511,509,511
511,509,511
511,509,511
511,509,511
511,509,511
511,509,510
511,509,511
511,509,511
513,516,508
511,509,511
510,567,504
495,605,476
472,655,437
481,688,429
458,709,435
425,699,450
417,680,457
414,652,488
426,628,527
436,593,553
483,567,552
533,540,547
546,520,538
541,491,534
551,462,537
541,448,544
537,459,547
521,464,511
529,479,494
545,481,495
529,486,499
510,495,501
515,492,502
505,506,491
512,508,482
515,519,485
495,540,481
497,548,480
503,542,480
492,523,490
486,506,497
505,498,497
500,488,502
495,488,502
512,508,506
502,514,503
494,525,496
517,537,503
501,522,519
501,530,511
508,532,516
508,532,511
515,526,517
521,524,519
518,515,521
511,509,521
521,499,513
521,501,513
522,497,509
533,510,512
529,508,510
522,509,509
519,506,505
519,506,506
516,505,509
510,508,506
